QuestionID,CASCADE,CASCADE+BERT,CASCADE+COUNTER,MCAN,MCAN+BERT,MCAN+ROBERTA,MCAN+ALBERT,PANOPTIC
555898002,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,working
555898003,no,no,yes,no,no,yes,no,no
555898004,no,yes,yes,no,yes,yes,yes,no
555900000,brown,brown,white,yellow,yellow,yellow,yellow,yellow
555900001,muffins,cupcakes,cupcakes,donuts,food,donuts,food,food
555900002,sugar,frosting,frosting,sugar,sugar,food,butter,sugar
162685000,no,yes,yes,yes,yes,yes,yes,no
162685001,tie,tie,tie,tie,tie,tie,tie,tie
162685002,yes,yes,yes,yes,yes,yes,yes,yes
555904000,wine,pictures,wine,picture,picture,pictures,wine,picture
555904001,no,yes,no,no,no,no,no,yes
555904002,white,white,white,blue,blue,blue,blue,blue
555905000,no,no,no,no,no,no,no,no
555905001,yes,yes,no,yes,yes,yes,yes,yes
555905002,yes,yes,yes,yes,yes,yes,no,yes
555905003,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom
555905004,full,twin,twin,full,twin,twin,twin,full
555905005,bed,top,top,floor,yes,floor,floor,floor
555905006,no,no,no,yes,yes,no,yes,yes
555905007,computer,nothing,tv,pillows,bag,bag,bag,lamp
555905008,yes,yes,yes,yes,yes,yes,yes,yes
555905009,wall,dresser,wall,wall,on wall,wall,wall,wall
555905010,1,1,1,2,2,1,1,2
555905011,1,1,1,2,2,1,1,2
555905012,blue,white,white,yellow,orange,orange,orange,brown
555905013,wall,dresser,wall,wall,on wall,wall,on wall,wall
555905014,queen,queen,queen,queen,queen,queen,queen,queen
555905015,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom
555905016,2,2,2,2,2,2,2,2
555905017,yes,yes,yes,yes,yes,yes,yes,yes
31620000,vanilla,vanilla,vanilla,vanilla,vanilla,vanilla,vanilla,vanilla
31620001,yes,no,yes,yes,yes,no,no,yes
31620002,no,yes,no,yes,yes,no,no,no
293768000,blue,blue,blue,pink,pink,pink,pink,blue
293768001,skateboard,skateboard,skateboard,skateboard,skateboard,skateboard,skateboard,skateboard
293768002,no,yes,yes,yes,yes,yes,yes,no
293768003,no,yes,yes,no,no,no,no,no
31625000,0,lot,2,lot,3,10,2,0
31625001,donuts,donuts,donuts,donuts,donuts,donuts,donuts,cookies
31625002,yes,yes,yes,yes,yes,yes,yes,no
424842000,store,store,store,store,store,store,store,store
424842001,soda,soda,soda,beer,coffee,soda,soda,soda
424842002,yes,no,yes,yes,yes,yes,no,no
357303000,no,no,no,yes,yes,yes,yes,no
357303001,skiing,skiing,skiing,skiing,skiing,skiing,skiing,skiing
357303002,gray,blue,gray,blue,blue,blue,blue,blue
162703000,no,no,no,no,no,no,no,no
162703001,no,no,no,no,no,no,no,no
162703002,surfer,surfer,surfer,surfer,surfer,surfer,surfer,surfer
162703003,no,yes,no,yes,yes,yes,yes,yes
162703004,1,1,1,1,1,1,1,1
162703005,yes,yes,yes,yes,yes,yes,yes,yes
162703006,yes,yes,yes,yes,no,yes,yes,yes
162703007,no,no,yes,yes,yes,no,no,no
162703008,surfer,surfer,surfer,surfer,surfer,surfer,surfer,surfer
162703009,yes,yes,yes,yes,yes,no,yes,yes
162703010,no,no,no,no,no,no,no,no
162703011,wetsuit,wetsuit,wetsuit,wetsuit,wetsuit,wetsuit,wetsuit,wetsuit
162703012,1,1,1,1,1,1,1,1
555920000,3,3,3,1,1,2,2,2
555920001,food,plate,plate,plate,table,plate,plate,food
555920002,3,3,3,1,1,2,2,2
555920003,dinner,dinner,dinner,dinner,chicken,dinner,chicken,sandwich
555920004,chicken,chicken,chicken,chicken,chicken,chicken,chicken,chicken
31634000,yes,yes,yes,yes,yes,yes,yes,yes
31634001,yes,yes,no,yes,yes,yes,yes,yes
31634002,stripes,stripes,stripes,floral,floral,floral,floral,floral
31634003,no,no,yes,no,no,no,no,yes
31636000,yes,yes,yes,yes,yes,yes,yes,yes
31636001,dinner,chinese,salad,vegetables,vegetables,salad,vegetables,salad
31636002,food,food,food,food,nothing,nothing,wood,vegetables
31636003,no,no,no,no,yes,yes,no,no
31636004,yes,no,no,yes,no,no,yes,no
31636005,yes,yes,yes,yes,yes,yes,yes,yes
31636006,yes,yes,yes,yes,yes,yes,yes,yes
31636007,no,yes,yes,no,no,no,yes,no
31636008,no,yes,no,yes,yes,yes,yes,yes
31636009,carrots,carrots,carrots,carrots,carrots,carrots,carrots,carrots
31636010,no,yes,yes,no,no,no,no,yes
31636011,wood,wood,wood,wood,wood,wood,wood,wood
31636012,asian,asian,asian,italian,american,american,asian,asian
293782000,no,no,no,yes,yes,no,yes,yes
293782001,no,no,yes,no,no,no,no,no
293782002,yellow,yellow,yellow,white,white,white,white,red
293782003,no,yes,no,no,no,no,no,yes
162711000,left,right,1,left,right,front,brown,left
162711001,0,0,0,3,0,6,6,0
162711002,cows,cows,cows,cows,cows,cows,cows,cows
162711003,9,10,10,8,10,8,7,12
162711004,8,8,9,8,9,8,7,12
162711005,dairy,dairy,brown,brown,brown,brown,brown,dairy
162711006,2,6,6,0,0,0,1,0
162711007,yes,yes,yes,yes,yes,yes,yes,yes
162711008,no,yes,no,no,yes,yes,no,no
293785000,0,0,yes,yes,yes,yes,yes,yes
293785001,yes,yes,yes,yes,yes,yes,yes,no
293785002,park,fire,drive,stop,drive,food,stop,park
293785003,0,0,0,1,2,2,1,8
293785004,1,2,2,1,3,3,2,1
555932000,no,no,no,no,no,no,no,no
555932001,surfing,surfing,surfing,surfing,surfing,surfing,surfing,surfing
555932002,blue,blue,blue,blue,blue,blue,blue,blue
293789000,yes,yes,yes,yes,yes,yes,yes,yes
293789001,yes,yes,yes,no,no,no,no,no
293789002,no,no,no,no,no,no,no,no
293789003,yes,no,no,yes,no,no,yes,no
293789004,no,yes,yes,no,no,no,no,no
293789005,kites,kites,kite,blue,kite,clear,kites,kites
293789006,background,beach,beach,beach,beach,beach,beach,background
293789007,no,yes,yes,no,yes,yes,yes,yes
293789008,no,yes,yes,yes,yes,yes,yes,yes
293789009,kites,kites,kites,kites,kites,kites,kites,kites
293789010,no,no,no,no,no,no,no,no
293789011,red,blue,red,blue,blue,blue,red,blue
293789012,no,no,no,no,no,no,no,no
293789013,many,5,5,2,2,2,3,many
293789014,yes,yes,yes,no,no,no,no,yes
293789015,red,blue,red,red,blue,blue,red,blue
293794000,no,no,no,yes,yes,yes,yes,yes
293794001,no,no,no,yes,no,yes,yes,yes
293794002,green,green,green,yellow,yellow,yellow,yellow,yellow
293794003,no,no,no,no,no,no,no,yes
555939000,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom
555939001,white,white,white,white,white,white,white,white
555939002,no,no,no,no,no,no,no,no
555942000,harley,harley,harley,honda,harley,honda,harley,harley
555942001,yes,yes,yes,no,yes,yes,no,yes
555942002,no,yes,yes,no,yes,no,no,no
293802000,black,black,black,red,red,red,red,red
293802001,blue,white,white,black,black,black,black,blue
293802002,yes,yes,no,no,no,no,yes,yes
293802003,no,no,no,no,no,no,no,no
293802004,2,2,1,0,1,2,2,2
293802005,summer,summer,summer,summer,summer,summer,summer,summer
293802006,no,no,no,no,no,no,no,no
507719000,no,no,yes,yes,yes,no,no,yes
507719001,8,7,8,6,6,5,6,4
507719002,horse,horse,horse,horse,horse,horse,horse,cow
293804000,no,yes,yes,no,yes,yes,no,yes
293804001,fire,fire,fire,fire,fireplace,fireplace,fireplace,fire
293804002,red,red,red,red,red,red,red,brown
293804003,yes,yes,yes,yes,yes,yes,no,yes
293804004,yes,yes,yes,yes,yes,yes,yes,yes
424879000,clean,messy,messy,messy,clean,clean,clean,clean
424879001,trees,tree,tree,tree,tree,trees,tree,tree
424879002,couch,couch,couch,rug,rug,rug,rug,floor
424879003,green,white,white,red,red,red,red,red
424879004,no,no,no,no,no,no,no,no
424879005,3,3,3,3,3,3,3,2
424879006,white,white,white,red,red,red,red,red
424879007,3,3,3,3,2,3,2,3
424879008,no,no,yes,yes,yes,yes,yes,no
424879009,sitting,playing wii,playing wii,standing,playing wii,playing wii,playing wii,playing
424879010,yes,yes,yes,no,no,no,no,no
424879011,flowers,plant,plant,lamp,lamp,lamp,lamp,candle
424879012,2,2,2,1,1,2,2,2
424879013,yes,yes,no,no,no,no,no,no
424879014,living room,living room,living room,living room,living room,living room,living room,living room
424879015,no,no,no,no,yes,yes,yes,no
424879016,wii,wii,wii,wii,wii,wii,wii,wii
424880000,circle,square,rectangle,square,rectangle,round,square,circle
424880001,no,no,no,no,no,no,no,yes
424880002,no,no,yes,no,no,no,no,no
555953000,airplane,airport,plane,airport,plane,airport,airport,beach
555953001,0,5,5,10,12,10,10,0
555953002,airport,airport,outside,airport,airport,airport,airport,beach
555953003,airport,airport,airport,airport,airport,airport,airport,beach
555953004,yes,yes,yes,yes,yes,yes,yes,yes
555953005,stop,nothing,nothing,stop,stop,stop,stop,nothing
555953006,no,yes,no,yes,no,yes,no,no
555953007,apple,0,plane,coca cola,ford,no,coca cola,ford
555953008,many,20,many,20,20,many,15,20
555953009,no,no,no,no,no,no,yes,yes
555953010,0,0,coca cola,0,coca cola,coca cola,0,0
293810000,no,no,no,no,no,no,no,no
293810001,yes,yes,yes,yes,no,yes,yes,yes
293810002,500,500,500,500,500,500,300,500
293810003,no,no,no,no,no,no,no,no
293810004,no,yes,no,no,no,no,no,no
293810005,chicken,chicken,broccoli,chicken,chicken,chicken,broccoli,chicken
293810006,yes,yes,yes,yes,yes,yes,yes,yes
293810007,no,yes,yes,yes,yes,yes,yes,yes
293810008,dinner,broccoli,chinese,chicken,chicken,chicken,chicken,chicken
293810009,chicken,chicken,beef,chicken,chicken,chicken,chicken,chicken
293810010,1,3,3,3,3,3,3,3
31667000,summer,summer,summer,fall,fall,fall,fall,summer
31667001,horse,horse,african,0,brown,brown,0,african
31667002,1,1,1,1,1,1,1,1
31667003,horse,horse,horse,horse,horse,horse,horse,horse
31667004,horse,wood,wood,horse,wood,dirt,nothing,nothing
31667005,no,no,no,no,no,no,no,no
31667006,brown,brown,brown,brown,brown,brown,brown,brown
31667007,no,no,no,no,no,no,no,yes
31667008,no,no,no,no,no,no,no,no
31667009,horse,horse,horse,horses,horse,horse,horse,horses
31667010,no,yes,no,yes,yes,yes,yes,no
70815000,2,2,2,1,2,2,2,1
70815001,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk
70815002,no,yes,yes,no,yes,yes,no,yes
70815003,yes,yes,yes,yes,yes,yes,yes,yes
162752000,yes,yes,yes,yes,yes,yes,yes,yes
162752001,no,no,no,no,no,yes,no,yes
162752002,4,3,3,3,3,3,5,3
555972000,glass,wood,wood,glass,wood,wood,wood,glass
555972001,no,yes,yes,no,no,yes,no,no
555972002,4,3,3,3,3,2,3,3
293832000,5,3,3,3,2,10,2,3
293832001,white,white,blue,pink,blue,pink,pink,red and white
293832002,10,11,5,20,2,12,2,3
162763000,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle,bike
162763001,no,no,yes,no,no,no,no,yes
162763002,black and white,black and white,black and white,black and white,black and white,black and white,black and white,black and white
293837000,apple,apple,dell,dell,dell,dell,apple,apple
293837001,no,no,no,no,no,no,no,no
293837002,apple,apple,dell,dell,dell,dell,apple,apple
555983000,yes,yes,yes,yes,yes,yes,yes,yes
555983001,riding,riding,riding,riding,riding,riding,riding,riding
555983002,yes,yes,yes,yes,yes,yes,yes,no
293841000,no,yes,no,yes,yes,yes,yes,yes
293841001,red,blue,white,blue and white,blue,blue and white,blue,blue
293841002,0,0,0,hotel,0,0,0,0
293841003,10,5,10,0,0,0,0,0
293841004,1,1,1,1,1,1,1,1
293841005,unknown,nothing,nothing,bus,nothing,nothing,nothing,nothing
293841006,main,main street,main,main,main street,main street,main,main
293841007,transportation,transportation,transportation,transportation,transportation,transportation,transportation,transportation
293841008,blue,no,yes,bus,city,can't tell,0,bus
31699000,yes,yes,yes,yes,yes,yes,no,yes
31699001,white,white,white,red,white,white,white,white
31699002,car,surfboard,car,truck,truck,car,car,car
31699003,yes,yes,yes,no,no,no,no,no
31699004,yes,yes,yes,yes,no,yes,no,yes
31699005,no,yes,no,yes,yes,yes,yes,no
31699006,white,white,white,green,green,green,green,green
31699007,watch,watch,watch,watch,wristband,watch,bracelet,watch
162774000,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding
162774001,white,white,black,blue,blue,blue,blue,blue
162774002,yes,no,no,no,no,no,no,yes
162774003,black,white,black,blue,blue,blue,blue,blue
162774004,black,red,red,blue,blue,blue,blue,blue
162774005,no,no,no,no,no,no,no,no
162774006,black,black,black,gray,gray,gray,gray,black
162774007,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding
293852000,blue,blue,blue,red,red,red,red,red
293852001,house,house,home,house,home,house,house,home
293852002,yes,yes,yes,no,no,no,no,no
293852003,white,white,white,brown,brown,brown,brown,brown
293852004,drywall,brick,drywall,wood,wood,wood,wood,wood
293852005,no,yes,no,no,no,no,no,no
293852006,yes,no,yes,no,yes,no,no,no
424927000,advertisement,advertisement,advertisement,police,car,police,logo,advertisement
424927001,2,2,2,2,2,2,2,1
424927002,no,yes,yes,no,no,no,yes,yes
424927003,unknown,nothing,unknown,can't tell,unknown,stop,bus,0
556000000,yes,yes,yes,no,no,no,no,no
556000001,no,no,no,yes,yes,yes,no,no
556000002,logo,0,0,bird,design,bird,clock,logo
293858000,yes,yes,yes,no,yes,no,yes,yes
293858001,yes,yes,no,yes,yes,yes,no,yes
293858002,ham,ham,ham,chicken,chicken,chicken,chicken,chicken
424933000,no,no,no,no,no,no,no,no
424933001,yes,yes,no,no,no,no,no,yes
424933002,no,no,no,no,no,no,no,yes
424933003,in air,in air,in air,in air,in air,in air,in air,in air
424933004,red sox,red sox,dodgers,dodgers,dodgers,dodgers,dodgers,dodgers
424933005,blue,red,white,green and yellow,green,white,yellow,red
424933006,baseball,baseball,baseball,baseball,baseball,baseball,baseball,baseball
424933007,brown,brown,brown,brown,brown,brown,brown,brown
424933008,blue,blue,blue,green,green,green,green,red
424933009,baseball,baseball,baseball,ball,ball,ball,ball,glove
424933010,no,no,yes,no,no,yes,yes,yes
424933011,no,no,no,no,no,no,no,no
556012000,1,0,0,4,0,1,0,2
556012001,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow
556012002,0,0,0,25,4,25,5,0
556012003,winter,summer,winter,christmas,christmas,christmas,christmas,winter
162799000,white,white,white,blue,blue,blue,blue,blue
162799001,yes,yes,yes,yes,yes,yes,yes,no
162799002,yes,yes,yes,no,no,no,no,no
162799003,no,no,yes,no,yes,yes,no,yes
162799004,no,no,no,yes,yes,yes,yes,yes
162799005,yes,no,no,no,no,no,no,no
162799006,yes,no,yes,yes,yes,yes,yes,yes
31730000,tile,tile,tile,tile,tile,tile,tile,tile
31730001,yes,yes,yes,yes,yes,yes,yes,yes
31730002,yes,yes,yes,no,no,no,no,no
31730003,yes,yes,yes,yes,yes,yes,yes,yes
31730004,yes,yes,yes,yes,yes,no,yes,yes
31730005,white,white,white,silver,gray,silver,gray,white
31730006,no,no,no,no,no,no,no,no
31730007,water,water,water,water,water,water,water,water
31730008,clean,clean,clean,clean,clean,clean,dirty,dirty
31730009,yes,yes,yes,yes,yes,no,yes,no
31730010,white,white,white,beige,white,beige,white,white
31730011,floor,floor,floor,floor,floor,on floor,floor,bathroom
31730012,yes,yes,yes,no,yes,yes,yes,no
31730013,clean,clean,clean,california,clean,clean,clean,california
31730014,no,yes,yes,yes,yes,yes,no,yes
31735000,light,light,light,yes,light,light,light,light
31735001,white,white,white,red,red,red,red,red
31735002,3,2,3,3,2,2,3,2
31736000,wire,protection,animals,sheep,barbed wire,sheep,sheep,protection
31736001,yes,yes,yes,yes,yes,yes,yes,yes
31736002,field,field,field,field,field,field,field,field
31736003,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep
556025000,no,yes,no,no,no,no,yes,no
556025001,4,4,4,3,2,3,3,1
556025002,no,no,yes,no,no,no,no,no
556028000,yes,yes,yes,yes,yes,yes,yes,yes
556028001,yes,yes,yes,yes,no,no,no,yes
556028002,white,tan,white,brown,brown,brown,brown,brown
529578000,sign,sign,sign,window,window,window,window,building
529578001,nothing,1 way,1 way,yes,yes,stop,wall,yes
529578002,stop,stop,nothing,stop,yes,stop,wall,stop
529578003,no,yes,yes,yes,yes,yes,no,yes
556030000,no,no,yes,yes,yes,yes,yes,yes
556030001,yes,yes,no,yes,yes,yes,yes,yes
556030002,white,white,silver,gray,gray,silver,gray,silver
293888000,yes,no,no,yes,yes,yes,yes,yes
293888001,tie,tie,tie,tie,tie,tie,tie,tie
293888002,no,no,no,no,no,no,no,no
31745000,no,no,no,no,no,no,yes,no
31745001,dog,dog,dog,dog,dog,dog,dog,dog
31745002,dog,dog,cat,dog,dog,dog,dog,dog
31745003,suitcase,suitcase,suitcase,basket,cat,cup,cat,cat
31745004,no,no,no,no,yes,yes,no,no
31745005,black,black,brown,black,black,brown,black,white
31745006,brown,brown,brown,blue,gray,blue,blue,white
31745007,no,yes,yes,yes,yes,yes,yes,no
162818000,winter,fall,fall,winter,winter,winter,winter,winter
162818001,walk,walk,walk,ski,ski,ski,ski,bus
162818002,yes,no,no,no,no,no,no,no
31747000,nothing,nothing,can't tell,nothing,unknown,crane,flag,nothing
31747001,usa,usa,usa,usa,usa,usa,usa,usa
31747002,no,yes,yes,no,yes,yes,yes,no
31747003,yes,yes,yes,yes,yes,yes,yes,yes
31748000,white,white,white,red,red,red,red,white
31748001,blue,blue,blue,gray,gray,gray,gray,gray
31748002,yes,yes,yes,yes,yes,yes,yes,yes
31748003,yes,yes,yes,yes,yes,yes,yes,yes
31748004,bus,bus,bus,bus,bus,bus,bus,bus
31749000,no,1:50,12,4,0,2,yes,12
31749001,morning,morning,morning,morning,morning,morning,morning,morning
31749002,yes,no,yes,yes,yes,yes,yes,yes
31749003,wall,pictures,picture,wall,clock,clock,toy,clock
31749004,noon,noon,noon,4,0,2,yes,11
293895000,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,bike
293895001,no,no,no,no,no,no,no,yes
293895002,no,yes,no,no,no,no,no,yes
293895003,4,4,4,4,4,6,5,4
293895004,3,4,4,3,2,5,3,3
293895005,motorcycle,motorcycle,motorcycle,motorcycle,bike,bike,motorcycle,chair
293895006,yes,no,yes,no,no,yes,yes,yes
293895007,2,2,2,2,2,2,1,1
293895008,yellow,red,red,green,blue,white,green,green
293895009,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
162827000,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate
162827001,yes,yes,yes,yes,yes,yes,yes,yes
162827002,yes,yes,yes,yes,yes,yes,yes,yes
162829000,yes,yes,yes,yes,yes,yes,yes,yes
162829001,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,outdoors,indoors
162829002,white,white,white,green,brown,brown,brown,brown
162829003,white,white,white,green,green,green,green,white
162829004,yes,yes,yes,no,no,yes,no,no
162829005,roses,roses,roses,daisies,daisies,daisies,daisies,tulips
424975000,graffiti,graffiti,graffiti,graffiti,graffiti,graffiti,graffiti,graffiti
424975001,yes,yes,yes,yes,no,yes,yes,yes
424975002,green,green,green,green,green,green,green,green
293907000,no,no,no,no,no,no,yes,no
293907001,red,blue,red,yellow,yellow,yellow,yellow,yellow
293907002,white,yellow,yellow,white,gray,gray,gray,yellow
293909000,4,1,4,2,1,1,2,0
293909001,24,1,2,2,4,40,4,0
293909002,red,red,red,red,red,red,red,red
293909003,yes,yes,yes,no,yes,yes,yes,yes
293909004,yes,yes,yes,yes,yes,no,yes,yes
293909005,left,right,right,left,right,right,right,right
424984000,no,no,no,no,no,no,no,no
424984001,fern,fern,fern,flowers,flowers,flowers,flowers,flowers
424984002,real,real,real,real,real,real,real,real
162841000,spring,winter,summer,summer,summer,spring,spring,summer
162841001,blue,green,blue,yellow,yellow,yellow,yellow,orange
162841002,america,africa,america,vase,usa,africa,america,america
31773000,plant,plant,plant,flowers,flowers,flowers,flowers,books
31773001,yes,yes,yes,yes,yes,yes,yes,yes
31773002,nothing,shirts,nothing,headphones,headphones,camera,nothing,hat
556064000,bread,bread,fries,fries,chicken,sandwich,chicken,fries
556064001,black,black,blue,blue,blue,blue,blue,green
556064002,yes,yes,yes,yes,yes,yes,yes,yes
556064003,no,no,no,no,no,yes,no,no
556064004,yes,yes,yes,yes,yes,yes,yes,yes
556064005,yes,yes,yes,yes,yes,yes,yes,yes
376667000,yes,yes,yes,no,yes,no,yes,yes
376667001,surfboard,surfboard,surfboard,surfboard,man,surfboard,surfboard,surfboard
376667002,yellow,black,black,blue,blue,black,black,black
376667003,surfing,surfing,surfing,surfing,surfing,surfing,surfing,surfing
376667004,black,black,black,black,black,black,black,black
376667005,0,0,0,0,0,0,1,2
376667006,no,no,no,no,no,no,no,no
424998000,yes,yes,yes,yes,no,no,no,no
424998001,yes,yes,yes,yes,yes,yes,yes,yes
424998002,yes,yes,no,no,no,no,no,yes
424998003,street,street,street,street,street,street,street,street
424998004,black and white,black and white,black and white,black and white,black and white,black and white,black and white,black and white
162855000,yes,yes,yes,no,yes,no,yes,no
162855001,yes,no,no,no,no,no,no,no
162855002,yes,yes,yes,no,yes,no,yes,no
162855003,yellow,yellow,yellow,white,white,white,white,white
162855004,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,ball
162855005,no,yes,no,no,no,no,no,no
162855006,no,no,no,yes,yes,no,yes,no
425000000,bag,bag,bicycle,bike,bike,paint,bike,fire hydrant
425000001,white,black,pink,white,black,black,black,pink
425000002,2,2,2,2,2,2,2,3
556073000,no,yes,no,no,yes,no,no,no
556073001,no,yes,no,no,no,no,no,no
556073002,desk,picture,nothing,table,bottle,nothing,nothing,table
556073003,camera,camera,knife,remote,nothing,scissors,remote,remote
556073004,plastic,knife,butter,cutting,butter,steak,butter,0
556073005,computer,knife,knife,remote,scissors,electronics,scissors,remote
162858000,15,10,15,8,7,6,10,10
162858001,left,straight,forward,straight,straight,straight,straight,left
162858002,green,green,green,red,red,red,red,red
485895000,rocky,very,very,very,very,very,very,very
485895001,right,left,right,left,right,left,left,left
485895002,yes,yes,yes,yes,yes,yes,yes,yes
485895003,wild,wild,wild,wild,wild,wild,wild,wild
485895004,ground,on ground,on ground,on grass,grass,on grass,grass,on grass
485895005,no,no,no,yes,no,no,no,no
485895006,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
425004000,paper,paper,paper,paper,paper,paper,paper,paper
425004001,2,2,4,0,2,0,0,0
425004002,hot dog,sandwich,lunch,sandwich,sandwich,sandwich,sandwich,sandwich
92680000,yes,no,yes,no,no,no,no,yes
92680001,yes,no,yes,no,no,no,no,no
92680002,no,no,no,yes,yes,yes,no,yes
92680003,tree,tree,camera,camera,fence,camera,grass,grass
92680004,yes,yes,yes,yes,yes,yes,yes,yes
556083000,no,yes,yes,yes,no,no,no,no
556083001,no,no,yes,yes,yes,no,yes,no
556083002,skateboard,right,right,air,right,right,right,stick
31796000,apple,apple,apple,apple,apple,apple,apple,apple
31796001,3,3,3,3,3,3,3,2
31796002,floor,floor,floor,floor,floor,floor,floor,floor
556091000,mouse,mouse,mouse,mouse,mouse,phone,paper,mouse
556091001,work,work,work,work,work,work,work,work
556091002,many,50,50,50,50,50,25,50
556091003,business,computer,business,business,business,computer,business,computer
556091004,computer,computer,computer,keyboard,computer,computer,keyboard,keyboard
556091005,yes,yes,yes,yes,computer,yes,yes,yes
425027000,no,no,yes,no,no,no,no,no
425027001,cat,cat,cat,cat,cat,cat,cat,cat
425027002,dell,apple,dell,dell,dell,dell,dell,dell
556101000,no,yes,yes,no,yes,no,no,no
556101001,1,2,2,2,2,2,1,2
556101002,camera,camera,camera,camera,camera,camera,camera,phone
556101003,black,black,black,green,black,green,black,green
556101004,1,1,1,1,1,1,1,1
556101005,1,1,1,1,1,2,1,1
162887000,man,woman,woman,man,man,man,man,woman
162887001,7,7,8,3,2,2,2,4
162887002,yes,yes,yes,yes,yes,yes,yes,no
31817000,no,yes,no,no,yes,yes,no,no
31817001,yes,yes,yes,yes,yes,yes,yes,no
31817002,blue,blue,blue,tan,tan,tan,white,white
425035000,oval,oval,oval,oval,round,round,oval,oval
425035001,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom
425035002,white,white,white,white,white,white,white,white
293964000,yes,no,yes,no,no,no,no,yes
293964001,plates,plates,plates,plates,plates,plates,plates,plates
293964002,2,3,2,3,4,4,3,3
354829000,yes,yes,yes,yes,yes,yes,yes,yes
354829001,water,yes,water,yes,yes,yes,yes,yes
354829002,outside,outside,outside,inside,inside,outside,inside,outside
31825000,downhill,downhill,downhill,downhill,downhill,downhill,downhill,downhill
31825001,yes,yes,no,yes,yes,yes,yes,yes
31825002,yes,yes,yes,yes,no,yes,yes,yes
31829000,no,no,no,no,no,no,no,no
31829001,no 1,cow,no 1,no 1,no 1,cow,no 1,no 1
31829002,no,no,no,no,no,no,no,no
162902000,yes,yes,no,no,no,no,no,no
162902001,yes,yes,yes,yes,yes,yes,yes,yes
162902002,yes,no,yes,no,no,no,no,no
162902003,white,white,black,yellow,yellow,yellow,yellow,black
556120000,yes,yes,yes,yes,yes,yes,yes,yes
556120001,yes,yes,yes,yes,yes,yes,yes,yes
556120002,black,black,blue,red,red,red,white,red
162914000,no,no,no,no,no,no,yes,yes
162914001,no,no,yes,no,no,no,no,no
162914002,noon,noon,noon,noon,2,2,noon,noon
556131000,paper,plate,plate,snowboard,boat,toothbrush,surfboard,sandwich
556131001,tie,tie,tie,tie,tie,tie,tie,tie
556131002,suit,suit,suit,jacket,jacket,suit,suit,suit
40341000,skis,skis,skis,boots,boots,boots,skis,skis
40341001,winter,winter,winter,winter,winter,winter,winter,winter
40341002,no,no,no,no,no,no,no,yes
529597000,0,0,0,cat,horse,0,elephant,bird
529597001,4,4,4,4,4,4,4,4
529597002,rainy,sunny,sunny,rainy,rainy,rainy,rainy,rainy
529597003,no,no,no,no,no,no,no,no
529597004,no,no,no,no,no,no,no,no
425074000,no,no,yes,yes,yes,yes,yes,no
425074001,right,right,right,right,right,left,right,right
425074002,standing,standing,standing,standing,standing,standing,standing,standing
425074003,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard
425074004,surfer,surfer,surfer,surfer,surfer,surfer,surfer,surfer
425074005,ocean,ocean,ocean,ocean,ocean,ocean,ocean,ocean
425074006,no,no,no,no,no,no,no,no
425074007,1,1,1,1,1,1,1,1
425074008,1,1,1,1,1,1,1,1
158227000,baseball,baseball,baseball,baseball,baseball,baseball,baseball,baseball
158227001,no,no,yes,yes,yes,yes,yes,no
158227002,yes,yes,yes,yes,yes,yes,yes,yes
158227003,red sox,dodgers,red sox,baseball,red sox,red sox,dodgers,dodgers
158227004,baseball,baseball,baseball,baseball,baseball,baseball,baseball,baseball
158227005,baseball,baseball,baseball,baseball,baseball,baseball,baseball,baseball
158227006,bat,nothing,bat,bat,tape,nothing,tape,glove
158227007,yes,yes,yes,no,no,no,no,no
158227008,bat,bat,bat,bat,bat,bat,bat,bat
425077000,bird,camera,water,grass,grass,grass,grass,grass
425077001,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra
425077002,no,yes,yes,yes,yes,yes,yes,yes
425077003,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra
425077004,3,3,3,2,2,4,2,4
425077005,standing,eating,standing,eating,eating,eating,eating,eating
425077006,3,3,3,2,2,3,2,4
425077007,grass,dirt,dirt,grass,grass,grass,grass,grass
