QuestionID,MCAN+BERT,ImageID
162249001,no,162249
162249003,nothing,162249
162256001,long,162256
162257001,fast,162257
162257002,yes,162257
555476000,new york,555476
555476001,new york,555476
555476002,no,555476
293333003,white,293333
136271000,tomatoes,136271
136271001,yes,136271
162275002,no,162275
162275004,no,162275
551334001,pointing,551334
551334002,0,551334
424432001,no,424432
31217000,summer,31217
424443004,pepperoni,424443
424445001,no,424445
267349000,tomatoes,267349
267349001,0,267349
267349004,real,267349
267349006,tomatoes,267349
31235000,yes,31235
31240002,train,31240
31240003,station,31240
267351000,red,267351
267351001,4,267351
424464000,0,424464
424464002,2,424464
555538000,9,555538
208000,faucet,208
424483000,no,424483
424483001,nike,424483
31269005,50,31269
302193000,night,302193
302193001,no,302193
136285000,yes,136285
136285004,yes,136285
136285011,modern,136285
31280002,twin,31280
31280003,white,31280
31281000,stripes,31281
162357000,triangle,162357
424502000,baseball,424502
162366003,sign,162366
162366008,wine,162366
162366009,yes,162366
529507000,yes,529507
420281000,donut,420281
420281001,nowhere,420281
162393000,mercedes benz,162393
162393002,kia,162393
31322000,15,31322
31322001,15,31322
31322002,no,31322
332901001,cow,332901
219269001,table,219269
219269002,2,219269
219269003,yes,219269
219269005,2,219269
293474000,military,293474
293474002,no,293474
31333000,photographer,31333
555622003,nothing,555622
424554003,silver,424554
424554005,dump truck,424554
31339000,crosswalk,31339
31339001,no,31339
162415002,nike,162415
162429001,pink,162429
162429007,12,162429
293505000,white,293505
293505001,arriving,293505
293505002,motorcycle,293505
293505003,yes,293505
31368004,yes,31368
424585000,luggage,424585
162445000,many,162445
555669001,yes,555669
555669002,yes,555669
555669009,open,555669
555669010,yes,555669
162454002,yes,162454
424601003,no,424601
424601011,4,424601
424601022,2010,424601
424601026,0,424601
424601032,far,424601
424601034,4,424601
162459002,no,162459
31392000,car,31392
31392001,yes,31392
293537000,happy,293537
293537001,colgate,293537
293537002,2,293537
555687001,honda,555687
293545000,no,293545
293545001,clear,293545
293548002,1,293548
293554003,yes,293554
293554006,hat,293554
555705006,bench,555705
293564001,yes,293564
162495002,yes,162495
293574003,0,293574
162503001,bird,162503
441863000,blue and red,441863
441863002,0,441863
31446001,4,31446
293591001,nothing,293591
245540000,0,245540
245540002,glazed,245540
245540004,3,245540
245540005,4,245540
245540008,2,245540
424668000,skis,424668
555748001,people,555748
555748002,3,555748
293607000,nothing,293607
424683000,white and black,424683
424683003,2,424683
31471000,camera,31471
555763000,yes,555763
555763004,no,555763
31481000,yes,31481
31482000,no,31482
555772001,0,555772
555772002,8,555772
162561000,chinese,162561
162561001,3,162561
162561003,noon,162561
311083000,no,311083
311083001,0,311083
424712001,nothing,424712
424712003,phones,424712
424721002,bowl,424721
424721003,no,424721
424721004,2,424721
424721005,15,424721
162579002,smoke,162579
162580000,flowers,162580
162580002,yes,162580
162581004,1,162581
184359000,nothing,184359
184359004,left,184359
162589003,back,162589
162589011,pink,162589
31519000,standing,31519
31521004,black,31521
31521008,yes,31521
293666000,3,293666
293666001,bird,293666
293666002,middle,293666
293666003,6,293666
424744002,brown,424744
424744009,yes,424744
424744014,yes,424744
424744015,park,424744
31542000,snowboarding,31542
31542002,yes,31542
162627003,short,162627
162627004,yes,162627
293703000,cheese,293703
293703003,4,293703
293703004,6,293703
293703006,0,293703
424776000,yes,424776
162634002,0,162634
162634003,yes,162634
31569000,family,31569
31569002,elephant,31569
162643001,no,162643
424793000,building,424793
424793001,0,424793
424793004,purple,424793
424793005,plastic,424793
424799006,no,424799
293733002,yes,293733
424812001,5,424812
424812011,no,424812
31597002,old,31597
31599000,no,31599
31599002,0,31599
31601000,10,31601
162675000,1,162675
293749001,background,293749
293749002,oak,293749
293749006,2,293749
293749007,5,293749
555894002,3,555894
293751003,right,293751
555900000,yellow,555900
555900001,food,555900
555900002,sugar,555900
162685000,yes,162685
555904001,no,555904
555905007,bag,555905
555905009,on wall,555905
555905010,2,555905
555905011,2,555905
555905013,on wall,555905
555905016,2,555905
555905017,yes,555905
31620001,yes,31620
293768002,yes,293768
31625000,3,31625
31625001,donuts,31625
162703006,no,162703
555920000,1,555920
555920001,table,555920
555920002,1,555920
31636002,nothing,31636
162711000,right,162711
162711001,0,162711
162711003,10,162711
162711004,9,162711
162711006,0,162711
293785000,yes,293785
293785002,drive,293785
293785003,2,293785
293785004,3,293785
293789011,blue,293789
293802004,1,293802
507719000,yes,507719
507719001,6,507719
293804002,red,293804
424879002,rug,424879
424879005,3,424879
424879008,yes,424879
424880000,rectangle,424880
555953000,plane,555953
555953005,stop,555953
555953007,ford,555953
555953010,coca cola,555953
293810002,500,293810
293810005,chicken,293810
293810010,3,293810
31667001,brown,31667
31667004,wood,31667
70815002,yes,70815
162752002,3,162752
555972002,3,555972
293832000,2,293832
293832002,2,293832
293841001,blue,293841
293841002,0,293841
293841005,nothing,293841
293841008,city,293841
31699000,yes,31699
31699007,wristband,31699
162774002,no,162774
162774006,gray,162774
293852006,yes,293852
424927000,car,424927
424927003,unknown,424927
556000002,design,556000
424933000,no,424933
424933003,in air,424933
424933004,dodgers,424933
424933005,green,424933
424933011,no,424933
556012000,0,556012
556012002,4,556012
162799003,yes,162799
31730010,white,31730
31735000,light,31735
31736000,barbed wire,31736
556025000,no,556025
556025001,2,556025
556028001,no,556028
529578001,yes,529578
529578002,yes,529578
529578003,yes,529578
293888002,no,293888
162818001,ski,162818
31747000,unknown,31747
31749000,0,31749
31749002,yes,31749
31749003,clock,31749
31749004,0,31749
293895008,blue,293895
424975001,no,424975
293907002,gray,293907
293909000,1,293909
293909001,4,293909
293909005,right,293909
162841000,summer,162841
162841002,usa,162841
31773000,flowers,31773
556064000,chicken,556064
556064004,yes,556064
376667001,man,376667
376667004,black,376667
162855004,frisbee,162855
162855006,yes,162855
425000001,black,425000
425000002,2,425000
556073002,bottle,556073
556073003,nothing,556073
556073004,butter,556073
556073005,scissors,556073
162858000,7,162858
162858001,straight,162858
485895000,very,485895
425004001,2,425004
425004002,sandwich,425004
92680003,fence,92680
556091001,work,556091
556091002,50,556091
556091003,business,556091
556091005,computer,556091
425027002,dell,425027
556101003,black,556101
162887000,man,162887
162887001,2,162887
425035000,round,425035
354829002,inside,354829
31829001,no 1,31829
162902001,yes,162902
162902003,yellow,162902
556120002,red,556120
162914000,no,162914
162914001,no,162914
162914002,2,162914
556131000,boat,556131
556131001,tie,556131
556131002,jacket,556131
529597000,horse,529597
529597004,no,529597
158227001,yes,158227
425077005,eating,425077
162939001,airport,162939
556158001,cross country,556158
31878003,fridge,31878
31878006,nothing,31878
31878007,fridge,31878
31878008,unknown,31878
31878019,nowhere,31878
31878024,dog,31878
31878026,nothing,31878
31878028,cooking,31878
31878032,refrigerator,31878
31878033,1,31878
31882000,1,31882
31882002,bags,31882
294030001,yes,294030
294032003,adidas,294032
294032004,0,294032
294032005,4,294032
294032006,no,294032
556178000,no,556178
556178006,2,556178
556178007,4,556178
294035002,6,294035
31893001,up,31893
31893016,yes,31893
31893025,brown,31893
31893026,shoes,31893
31893028,long,31893
556183001,dessert,556183
425120000,nothing,425120
425120002,soccer,425120
556193004,no,556193
294053001,fire,294053
556205003,10,556205
425136003,no,425136
425151006,0,425151
163012002,stop,163012
163020001,beach,163020
163020006,seagull,163020
163020008,water,163020
556240000,4,556240
556240001,clock,556240
163025011,suit,163025
163025014,no,163025
556248002,25,556248
556248004,gray,556248
556248005,yes,556248
163033001,holding phone,163033
163033002,phone,163033
31965000,right,31965
31965002,3,31965
294119001,phone,294119
294119002,2012,294119
294124000,california,294124
294124001,yes,294124
294124002,paper,294124
31984004,woman,31984
31984005,daytime,31984
163057003,7,163057
163057004,nothing,163057
294131002,box,294131
294134004,cargo,294134
31993000,1 on right,31993
32001002,cutting cake,32001
32001005,no,32001
32001008,3,32001
32001011,cutting cake,32001
32001013,kitchen,32001
32001014,kitchen,32001
32001015,3,32001
32001022,cutting cake,32001
32001024,2,32001
163076002,2,163076
425221003,no,425221
425226001,no,425226
425226003,cutting,425226
425227003,ocean,425227
294163001,4,294163
529626001,sitting,529626
163105001,smaller,163105
294182000,1,294182
294182001,person,294182
294182002,friends,294182
32039006,right,32039
163112000,no,163112
163112002,brown,163112
333020000,taking picture,333020
333020002,2,333020
262938002,table,262938
262938003,sleeping,262938
262938004,bear,262938
262938005,bears,262938
163118000,no,163118
163118001,unknown,163118
163118002,lights,163118
425266003,2,425266
32054002,12,32054
32054005,golden retriever,32054
32054006,outside,32054
163127001,up,163127
32056000,pointing,32056
32056002,white,32056
556345000,restaurant,556345
556345001,no,556345
556345002,black,556345
425280001,downtown,425280
425280002,blue,425280
294209000,yes,294209
294209001,0,294209
163139000,0,163139
163139001,yes,163139
163139002,food,163139
163139003,3,163139
556369002,no,556369
163155002,no,163155
294228000,top,294228
425303001,no,425303
425303004,0,425303
425303008,yes,425303
425303011,water,425303
163167005,clock,163167
163167007,lights,163167
163167026,nothing,163167
32102001,umbrellas,32102
294247000,10,294247
294247002,no,294247
294247003,yes,294247
425324001,standing,425324
294264000,icing,294264
294264001,dunkin donuts,294264
289343003,unknown,289343
32124000,sidewalk,32124
32124001,nothing,32124
294284001,7,294284
425361005,right,425361
163219002,yes,163219
163219005,british,163219
163219007,people,163219
163219008,yes,163219
163219009,double decker,163219
32151001,1,32151
32151002,yes,32151
32151003,yes,32151
425369001,man,425369
425371000,no,425371
425371001,color,425371
294305000,yellow,294305
294305002,night,294305
294307011,footprints,294307
551494000,yes,551494
551494001,teddy bear,551494
425388000,100,425388
425388002,blue,425388
163257000,can't tell,163257
163258002,yes,163258
32193003,1,32193
32193007,right,32193
425412002,0,425412
32203000,2,32203
163280000,light,163280
163280004,tv,163280
163280007,windows,163280
163280011,tv,163280
163280013,wine,163280
556498001,2,556498
163290003,zebra,163290
163290004,2,163290
415714000,2,415714
415714002,california,415714
311205000,yes,311205
311205001,yes,311205
311205002,yellow,311205
311205007,2,311205
311205008,10,311205
311205011,no,311205
311205012,gray,311205
311205015,police,311205
311205017,no,311205
311205018,blue,311205
163296005,vegetable,163296
294370000,0,294370
294370002,1 way,294370
294370004,3,294370
556516001,metal,556516
556518001,10,556518
425447002,fire hydrant,425447
425447003,dog,425447
425447006,oak,425447
163306000,south,163306
163309000,3,163309
163309002,daytime,163309
163314002,0,163314
163314003,yes,163314
163314004,3,163314
163314005,restaurant,163314
425462000,up,425462
425462003,dodgers,425462
425462004,yes,425462
556537002,usa,556537
556545000,0,556545
32258002,bathroom,32258
294403002,camera,294403
163333002,construction,163333
84000000,skate park,84000
84000002,10,84000
425481000,0,425481
425481001,no,425481
163339000,umbrella,163339
163339002,kite,163339
163339003,umbrellas,163339
333058000,shade,333058
333058004,umbrellas,333058
333058007,yes,333058
333058008,yes,333058
556562002,glazed,556562
556562009,no,556562
556562010,3,556562
163348000,1,163348
163348004,black,163348
163348005,0,163348
163348010,yes,163348
163348011,desk,163348
163348015,right,163348
163348019,phone,163348
163348023,man,163348
163348027,dunkin donuts,163348
163348029,yes,163348
294423002,tall,294423
498630001,no,498630
498630003,0,498630
498630004,25,498630
32284000,motorcycle,32284
32284002,yes,32284
32285005,under,32285
294431000,2,294431
294431002,left,294431
163361001,plane,163361
163361002,2,163361
294437006,news,294437
294437010,table,294437
294437013,night,294437
294437019,books,294437
294437021,desk,294437
294437022,no,294437
425522001,yes,425522
425522003,5,425522
425522004,6,425522
294451005,yellow,294451
294451006,2,294451
294451008,7,294451
154718001,paper,154718
556597000,virgin,556597
425526000,meat,425526
425526002,dinner,425526
70921001,posing,70921
70921005,4,70921
70921007,purple,70921
556600000,1,556600
32322003,brown,32322
556616001,motorcycle,556616
398604004,yes,398604
398604011,fries,398604
398604015,onions,398604
32331000,snowboard,32331
32331002,no,32331
425555001,no,425555
425555002,carriage,425555
294487001,queen,294487
556633001,bathroom,556633
556633004,blue,556633
294495001,jacket,294495
556641000,flowers,556641
556641002,yes,556641
284771001,street,284771
284771002,stop,284771
284771003,on pole,284771
425573006,yes,425573
425573007,stripes,425573
556648001,samsung,556648
556648002,no,556648
32362002,3,32362
32364000,city,32364
32364002,4,32364
32364007,setting,32364
32364009,man,32364
32364022,no,32364
32364023,0,32364
5394000,no,5394
32375001,0,32375
32375005,white,32375
163451002,4,163451
163451003,asian,163451
425608003,black,425608
425608005,1,425608
163473003,yes,163473
163473004,5,163473
163473005,yes,163473
163479002,10,163479
32416000,1,32416
32416003,black,32416
32416006,gray,32416
32416007,12,32416
425634001,2,425634
223857001,yes,223857
223857004,purple,223857
223857005,no,223857
163496009,yes,163496
425644000,street,425644
354606001,butterfly,354606
354606002,cat,354606
294585001,no,294585
163518001,10,163518
163518002,male,163518
294593004,neither,294593
294595004,man's,294595
163528001,pizza,163528
163528002,fork,163528
425676000,glove,425676
425676002,yes,425676
425676004,9,425676
294605003,beef,294605
294605004,no,294605
556751000,1,556751
556751003,no,556751
32464002,10,32464
556758002,weeds,556758
425690001,3,425690
425690002,don't know,425690
294621001,safety,294621
425702000,0,425702
163562002,1,163562
573395002,yes,573395
163575000,sitting,163575
425722007,100,425722
425727000,0,425727
163589001,vegetables,163589
32524000,toothbrush,32524
32524004,toothbrush,32524
32524005,left,32524
163600002,phone,163600
163600004,picture,163600
163600005,phone,163600
163600006,2010,163600
163608000,5,163608
163608001,5,163608
163611001,fork and knife,163611
163611002,2,163611
163611004,yes,163611
294689001,2,294689
294695001,yes,294695
289415000,restaurant,289415
267571000,no,267571
163640002,brick,163640
294724000,no,294724
556873003,0,556873
425805000,building,425805
425805002,unknown,425805
163666000,suitcase,163666
32597002,gray and white,32597
92815003,standing,92815
556892001,sand,556892
556892002,no,556892
163679001,12,163679
163679002,yes,163679
32610000,yes,32610
32610002,no,32610
163684000,sand,163684
556901002,boats,556901
75283001,bulldog,75283
32625003,coffee,32625
32625005,coffee,32625
32625009,pizza,32625
163710000,candles,163710
44732001,1,44732
44732008,1,44732
32645002,0,32645
32645005,living room,32645
32645006,chair,32645
118929000,nothing,118929
425866001,no,425866
354967002,google,354967
425870001,2,425870
32656005,1,32656
507887002,no,507887
163746002,10,163746
163755003,no,163755
163755004,no,163755
425905003,daisy,425905
425906000,snowboard,425906
425906001,zebra,425906
556980001,pink,556980
556980002,meat,556980
294839001,small,294839
294839003,coke,294839
32703008,no,32703
70987000,4,70987
70987001,no,70987
32708001,box,32708
425925000,yes,425925
425925001,building,425925
425925002,12,425925
294855000,wine,294855
294855001,yes,294855
294855002,suitcase,294855
32712001,bank of america,32712
32712002,red sox,32712
32715006,blue,32715
32715008,shorts,32715
32715013,very high,32715
32715014,girl,32715
425933000,yes,425933
425933001,4,425933
425933003,no,425933
425933004,turn,425933
425933005,1 way,425933
294865002,0,294865
163798000,no,163798
163798001,0,163798
163798004,2,163798
557016002,left,557016
289444000,soccer,289444
289444001,female,289444
294875000,ground,294875
425948003,nowhere,425948
32735003,nothing,32735
32735004,unknown,32735
32735005,yes,32735
294883001,swinging,294883
163814001,skateboarding,163814
163814002,skateboard,163814
163814005,ski poles,163814
163814006,skateboard,163814
163814007,skateboarding,163814
163814011,no,163814
163814012,skateboard,163814
425964000,packing,425964
425973001,brown,425973
425973002,grazing,425973
32760000,yes,32760
32760006,fun,32760
442367004,man,442367
442367008,3,442367
442367012,4,442367
442367014,12,442367
294908002,softball,294908
557059000,broccoli,557059
557059002,rice,557059
294918000,metal,294918
294918004,2,294918
294918005,20,294918
294918006,no,294918
294918007,4,294918
32777000,red,32777
32777001,2,32777
32777003,train,32777
426011002,left,426011
163879001,no,163879
163879002,adidas,163879
32811000,nothing,32811
32811001,yes,32811
32811003,no,32811
294958002,nike,294958
32817001,bathroom,32817
557107003,yes,557107
557127004,street,557127
557127006,main,557127
557130001,no,557130
557130002,phone,557130
311309002,0,311309
294992005,nothing,294992
294992008,2,294992
294992012,blanket,294992
294992015,hotel,294992
294992018,blue,294992
294992021,gray,294992
426070002,no,426070
426070003,sleeping,426070
426075001,yes,426075
426075002,friends,426075
557150000,yes,557150
295016001,drinking,295016
295016002,yes,295016
163951001,fire hydrant,163951
557172001,yes,557172
426101002,bowl,426101
32887000,ground,32887
32887001,1,32887
32887003,railing,32887
32888005,no,32888
32892000,cat,32892
32892001,triangle,32892
32892005,yes,32892
32892006,cat,32892
163970000,usa,163970
163970001,tractor,163970
163970004,towing,163970
32901003,2,32901
557190000,man,557190
557190005,left,557190
32907003,no,32907
32909000,12,32909
32909001,10,32909
202093000,6,202093
202093003,0,202093
202093004,0,202093
426133002,no,426133
333167002,police,333167
333167003,tie,333167
557220002,1,557220
164005000,yes,164005
164005001,bottom,164005
164005005,laptop,164005
164005006,laptop,164005
164005010,yes,164005
164005013,laptop,164005
426165001,reading,426165
426165005,yes,426165
426166000,nothing,426166
426166001,no,426166
557239001,sink,557239
295097001,nothing,295097
426172000,books,426172
426175000,red,426175
426175002,passengers,426175
32964001,food,32964
32965001,1,32965
32965005,1,32965
32965006,talking,32965
426182002,nike,426182
557258000,,557258
557258001,warning,557258
557258002,woman,557258
295124003,3,295124
289486001,4,289486
289486002,4,289486
289486003,yes,289486
289486006,yes,289486
289486007,4,289486
426202002,4,426202
426203001,tan,426203
426205000,right,426205
426205002,round,426205
295134000,0,295134
295134001,tv,295134
295134003,no,295134
33005005,yes,33005
295150001,parrot,295150
295150004,neither,295150
33008010,yes,33008
33008012,yes,33008
426238000,4,426238
164095000,yes,164095
164095002,yes,164095
426241000,camera,426241
426241002,0,426241
426247002,no,426247
164105002,park,164105
164105004,candles,164105
557324000,1,557324
557324002,pizza,557324
426253000,pizza,426253
426253003,green,426253
426253004,no,426253
426253005,microwave,426253
426253006,ge,426253
426253007,0,426253
426253009,reflection,426253
426253010,green,426253
426253012,microwave,426253
426253014,4,426253
426253015,time,426253
289497002,0,289497
557339002,1,557339
557339007,glass,557339
557339009,drinking,557339
557339012,on table,557339
557339013,1,557339
557339014,scarf,557339
426268000,yes,426268
426268002,train,426268
295199003,both,295199
295199004,yes,295199
557346002,10,557346
426275000,yes,426275
33061005,yes,33061
33061008,3,33061
33061015,new york,33061
33061018,skyscraper,33061
164135000,red,164135
557360003,both,557360
295231002,shearing,295231
355040001,yes,355040
426309000,no,426309
426309002,towels,426309
164170002,down,164170
164170003,blue,164170
33109001,6,33109
33109004,trash,33109
426329001,3,426329
426329002,wall,426329
557402006,4,557402
557402007,tulips,557402
33123000,flowers,33123
33123002,2,33123
295269000,new york,295269
33131000,nokia,33131
33131002,power,33131
557422001,no,557422
557422004,unknown,557422
557422005,unknown,557422
557422007,0,557422
557422009,0,557422
557422013,unknown,557422
557422015,food,557422
33144002,graffiti,33144
426372000,0,426372
426372001,nothing,426372
426372003,unknown,426372
426372004,0,426372
398742001,1,398742
33158001,1950s,33158
33158002,night,33158
426376001,snowboarding,426376
426377000,yes,426377
426377001,coca cola,426377
426377003,black,426377
426377004,10,426377
295308001,yes,295308
164242000,cat,164242
164242001,toilet paper,164242
295316001,3,295316
295336001,4,295336
114759002,1,114759
114759007,watching,114759
114759009,left,114759
114759010,tennis court,114759
114759013,yes,114759
295340001,downtown,295340
33208000,no,33208
33208002,street,33208
557501001,design,557501
164292000,people,164292
33221003,posing,33221
33221004,bat,33221
33221007,posing,33221
241155002,yes,241155
164305002,no,164305
398756000,yes,398756
398756002,flying,398756
164330005,juice,164330
164330008,juice,164330
295403002,2,295403
557552001,10,557552
295409006,0,295409
295409009,nike,295409
557556002,yes,557556
557559000,4,557559
557559006,3,557559
557562003,windsor,557562
557562012,old,557562
557564001,black,557564
557564003,happy,557564
295426000,40,295426
557573001,0,557573
164363000,0,164363
164363002,0,164363
420610000,unknown,420610
164366000,brown,164366
164366001,red,164366
164366004,cow,164366
295441000,5,295441
295441001,yes,295441
295441002,0,295441
295441003,5,295441
164372001,10,164372
529838001,0,529838
426520001,living room,426520
426520002,rectangle,426520
557595000,long,557595
557595001,yes,557595
557595002,yes,557595
164389000,many,164389
164389001,water,164389
92935001,black,92935
92935003,yes,92935
92935005,yes,92935
33325000,no,33325
33325001,no,33325
33325003,new york,33325
33325005,4,33325
426542003,yankees,426542
426546000,meat,426546
426546001,nothing,426546
426546003,yes,426546
426546006,potatoes,426546
295478001,bracelet,295478
295478002,watch,295478
295491001,no,295491
295491002,horse,295491
164420002,yes,164420
557644000,0,557644
557644003,yes,557644
557644007,unknown,557644
333240006,no,333240
333240010,table,333240
33368000,tennis court,33368
33372000,0,33372
33372001,chair,33372
33372002,nothing,33372
33377003,3,33377
33377004,no,33377
164453001,no dog,164453
164453003,2,164453
164453005,right,164453
557672001,yes,557672
557677002,white,557677
164464002,1,164464
557686001,water,557686
486164000,on pole,486164
164475001,airport,164475
164475002,bat,164475
33405000,fence,33405
33405002,boat,33405
426629002,no,426629
426635002,orange,426635
295564001,fall,295564
33422000,0,33422
33422002,yes,33422
33422003,gray,33422
33422004,no parking,33422
295576000,cake,295576
180336002,barn,180336
295589001,bmw,295589
295593000,yes,295593
295593001,down,295593
295614002,0,295614
426687000,yes,426687
426687001,yes,426687
164548002,water,164548
551713000,0,551713
426700001,stripes,426700
426700002,surfboard,426700
426700003,5,426700
33489001,orange,33489
557780000,no,557780
164568002,4,164568
33499000,big ben,33499
33499002,0,33499
295656001,yes,295656
295668001,cheese,295668
164602011,yes,164602
164602014,right,164602
33532008,no,33532
33532010,robin,33532
557823001,no,557823
557823009,african,557823
295683000,unknown,295683
295693001,no,295693
310998001,falling,310998
33554000,far,33554
33554001,right,33554
33554003,right,33554
33561000,2,33561
33561001,grass,33561
164635000,pizza cutter,164635
164635003,cheese,164635
164637000,white,164637
164637001,squares,164637
164637004,pink,164637
295713004,left,295713
33576001,yes,33576
426795002,teddy bear,426795
295728000,5,295728
295728002,numbers,295728
224051001,2,224051
557884003,flowers,557884
426815000,2,426815
311435001,w,311435
557896000,breakfast,557896
557896001,phone,557896
557896003,phone,557896
426835002,0,426835
295765001,red and white,295765
295767001,man,295767
426840000,american,426840
426840001,american,426840
426840003,canada,426840
426840004,american,426840
426840005,planes,426840
426842002,white,426842
557916007,nothing,557916
420666003,yes,420666
420666004,yes,420666
557923001,nothing,557923
557923003,5,557923
333286000,horse,333286
333286001,1,333286
333286002,2,333286
33645001,red,33645
33645005,frisbee,33645
33652001,half,33652
295797002,3,295797
295797003,noon,295797
295797004,4,295797
295797005,weather vane,295797
426874003,mirror,426874
426874008,pug,426874
426878000,nothing,426878
426878002,floor,426878
295809001,car,295809
33672000,yes,33672
33672001,clydesdale,33672
33672002,yes,33672
557965001,no,557965
426897001,soda,426897
464366001,unknown,464366
164759001,1,164759
164759002,yes,164759
164759004,2,164759
295837001,fruit,295837
295837003,food,295837
426917000,new york,426917
426917002,1,426917
426917003,chase,426917
426917004,38,426917
426917005,downtown,426917
164780001,onions,164780
164788000,woman,164788
164788002,0,164788
558012000,no,558012
558012002,laptop,558012
33731000,main,33731
426948001,field,426948
202231005,budweiser,202231
202231007,phone,202231
33753001,5,33753
33759002,no,33759
426987003,nothing,426987
164848001,3,164848
164856000,yes,164856
164856001,no,164856
427001001,5,427001
33798000,4,33798
33798001,lamp,33798
33798002,2,33798
33798004,yes,33798
33798007,4,33798
33798008,yes,33798
295945002,posing,295945
295945003,kawasaki,295945
33802000,yes,33802
33802002,4,33802
114861000,water,114861
164883000,no,164883
558101000,no,558101
558101004,nothing,558101
33815000,blue,33815
33815001,yellow,33815
33815005,yes,33815
558114003,nothing,558114
164899000,salad,164899
164899001,water,164899
427055002,noon,427055
427055003,0,427055
377012000,0,377012
377012001,floor,377012
377012005,soccer,377012
377012007,no,377012
377012009,no,377012
164924001,don't know,164924
427070021,2,427070
427083000,0,427083
427083001,0,427083
296012002,hospital,296012
296014000,2,296014
296014001,yes,296014
296014002,no,296014
33871000,mirror,33871
427091000,38,427091
427094001,yes,427094
558169001,no,558169
33882000,1,33882
296032001,yes,296032
558181001,color,558181
427111001,waves,427111
164969009,pizza cutter,164969
164969011,8,164969
164969014,8,164969
427117002,1,427117
33904004,book,33904
33904005,teddy bear,33904
296056001,no,296056
376478000,2,376478
376478001,table,376478
427135000,7,427135
427135008,soccer ball,427135
427135012,backhand,427135
427135014,soccer,427135
427135025,soccer ball,427135
427135026,soccer ball,427135
296065000,white,296065
296065001,picture,296065
558213009,green,558213
33931002,apple,33931
165009001,wedding,165009
165009004,hair,165009
33939002,yes,33939
165012001,shirt,165012
165012011,no,165012
558229000,nothing,558229
558229002,truck,558229
165014002,500,165014
165014003,3,165014
427160001,10,427160
427160002,12,427160
558234001,cotton,558234
558234004,cutting cake,558234
558234006,3,558234
558234007,3,558234
355183002,baseball,355183
296098001,2,296098
296098003,2,296098
296098005,no,296098
296098006,4,296098
165029001,left,165029
165029002,suit,165029
296105002,yes,296105
296105003,yes,296105
165035001,2,165035
427181002,camera,427181
165039000,unknown,165039
165039001,15,165039
165039005,0,165039
529950002,traffic,529950
427193002,landscape,427193
33979002,bear,33979
249909005,standing,249909
165055001,no,165055
165056001,0,165056
33994006,no,33994
33994008,daisy,33994
558294000,2010,558294
558294002,3,558294
558294004,yes,558294
558294006,index,558294
558294007,3,558294
427223003,yes,427223
34015001,tennis,34015
427232001,10,427232
34020010,hill,34020
427245002,meat,427245
296176000,2,296176
296176003,wood,296176
296176005,bird,296176
508115002,no,508115
296182003,boat,296182
296182004,yes,296182
296182008,nothing,296182
296182009,boating,296182
311510001,1 way,311510
311510006,street,311510
311510008,left,311510
311510009,1 way,311510
311510013,truck,311510
311510015,no parking,311510
311510020,male,311510
558350001,floor,558350
558350008,floor,558350
558350009,floor,558350
558350010,floor,558350
296208000,0,296208
296208001,yes,296208
296208002,nothing,296208
296208003,yes,296208
296208004,coffee,296208
296208005,nothing,296208
296208011,nothing,296208
165141003,yes,165141
165141006,head,165141
34071000,wine,34071
34071002,3,34071
558362001,1,558362
558362002,1,558362
296222001,adidas,296222
296222004,yes,296222
34080000,3,34080
34080001,0,34080
558371002,no,558371
165157001,no,165157
34089002,directions,34089
165162002,refrigerator,165162
165162004,4,165162
427311000,fly,427311
427311003,airplane,427311
427311004,afternoon,427311
34096001,yes,34096
296243000,no 1,296243
165172004,toothbrush,165172
158602001,yes,158602
289194005,9,289194
34114002,0,34114
34115001,train,34115
34115002,cat,34115
558406000,yes,558406
296265016,yes,296265
296265022,orange,296265
427341006,camera,427341
427341007,hats,427341
427341010,yellow,427341
427341012,pink,427341
427341019,neither,427341
427341020,green,427341
427341021,raining,427341
34126000,no,34126
165202001,directions,165202
165202004,directions,165202
165202005,2,165202
165202007,2,165202
558421001,city,558421
34139001,nothing,34139
296284000,15,296284
34141002,many,34141
34141004,away,34141
165225002,nothing,165225
165225003,school,165225
165229000,no,165229
165229002,2010,165229
529981003,0,529981
427376001,yes,427376
558449000,yes,558449
558454001,,558454
558454002,white,558454
558454006,right,558454
34167000,2,34167
558457001,yes,558457
558458001,white,558458
558458003,no,558458
296317007,running,296317
296317008,deer,296317
296317012,don't know,296317
296317014,cows,296317
296317015,no,296317
267840001,yes,267840
267840002,usa,267840
34180000,yes,34180
34180001,friend,34180
34180002,face,34180
34183000,coca cola,34183
34183001,yes,34183
558483003,no,558483
558483005,1,558483
34196002,music,34196
34196005,1,34196
34196006,desktop,34196
34196007,yes,34196
34205005,no,34205
34205006,chicken,34205
34205012,yes,34205
34205016,chicken,34205
296353000,luggage,296353
296353001,right,296353
296353002,41,296353
296353005,bus,296353
34212001,spoon,34212
34212002,cooking,34212
34212004,brown,34212
34212005,yes,34212
34214002,ponytail,34214
165298001,tree,165298
296381002,left,296381
296383000,phone,296383
296383001,off,296383
558528003,truck,558528
558528004,ramp,558528
505636000,nothing,505636
296388001,3,296388
427464001,no,427464
427464002,bananas,427464
296393003,cat,296393
558539002,north,558539
558539003,metro,558539
558539004,black,558539
558539006,55,558539
558539010,0,558539
